review_beauty_21_5	st04	After 3 weeks brown spots are gone.	Ruskeat läiskät katosivat kolmessa viikossa. 
review_beauty_21_5	st04	No more need for heavy cover-creams; regular liquid foundation works for me and my skin is beautifully clear.This is a good product.	Enää ei ole tarvetta paksuille peitevoiteille. Tavallinen nestemäinen meikkivoide sopii minulle, ja ihoni on kauniin puhdas. Tämä on hyvä tuote. 
review_beauty_21_5	st04	With consistent use, it removes blemishes on my face and dark spots on my elbows.	Säännöllinen käyttö häivyttää kauneusvirheitä kasvoistani ja tummia läiskiä kyynärpäistäni. 
review_beauty_25_5	st01	Only foundation I use!	Ainut meikkivoide jotan käytän! 
review_beauty_25_5	st01	I can not buy this any longer in local stores and this is truly long lasting and does the job.	En voi ostaa tätä enää paikallisista kaupoista ja tämä on todella kestävää ja hoitaa hommansa. 
review_beauty_25_5	st01	It doesn't melt in the Florida heat and is sheer enough to be natural but have adequate coverage.	Se ei sula Floridan helteessä ja se on luonnollinen mutta silti peittävä. 
review_beauty_25_5	st01	I have been using this for about 5-6 years now.	Olen käyttänyt tätä nyt noin 5-6 vuotta. 
review_beauty_53_1	st04	Another Fake MAC on here, dont buy!	﻿Taas yksi väärennetty MAC, älä osta! 
review_beauty_53_1	st04	Why should you care?	Miksi tämän pitäisi liikuttaa sinua? 
review_beauty_53_1	st04	Sales of fake MAC pigments are widespread across the Internet, so people often assume they must be safe or even identical to genuine MAC products.	Internetissä myydään pilvin pimein väärennettyjä MAC-meikkejä, joten ihmiset olettavat niiden olevan turvallisia ja jopa identtisiä aitojen MAC-tuotteiden kanssa. 
review_beauty_53_1	st04	Unfortunately, that is not the case.	Näin ei valitettavasti ole. 
review_beauty_53_1	st04	Fake MAC pigments have been analyzed to contain chemical irritants, bacterial contamination (including in at least one case e. coli) or even toxins like lead and carcinogens.	Väärennetyistä MAC-meikeistä on tutkimuksissa löydetty ärsytystä aiheuttavia kemikaaleja, bakteereja (ainakin yhdessä tapauksessa kolibakteereja) ja jopa myrkkyjä kuten lyijyä ja karsinogeenejä. 
review_beauty_53_1	st04	Do you really want to risk blindness or permanent facial scarring just to get a deal?	Oletko todellakin valmis ottamaan sen riskin, että menetät näkösi tai kasvojesi iho arpeutuu pysyvästi, jotta voit säästää hieman rahaa? 
review_beauty_58_1	st06	this is a knockoff, buyer beware	tämä on kopio, ostajat varokaa 
review_beauty_58_1	st06	Don't buy this, it's a cheap knockoff.	Älä osta tätä, se on halpa kopio. 
review_beauty_58_1	st06	MAC cosmetics has never made such a palette, and you have no idea who actually made this and what they ingredients are in the makeup.. it's unsafe to use and a waste of your money.	MAC ei ole koskaan valmistanut vastaavaa palettia, ja tuotteen alkuperästä ja sen ainesosista ei ole tietoa.. se on vaarallinen ja rahan tuhlausta. 
review_beauty_58_1	st06	Save yourself the time and money, if you want authentic MAC, this is not the way to get it.	Säästä aikasi ja rahasi, jos haluat aitoa MAC-kosmetiikkaa, tämä ei sitä ole. 
review_beauty_62_1	st05	Fake MAC, not worth buying fake makeup!	Väärennetty MAC, ei ole sen arvoista ostaa väärennettyä meikkiä! 
review_beauty_62_1	st05	Fake Mac.	Väärennetty Mac. 
review_beauty_62_1	st05	Mac does not make these palettes, just call them and ask them.	Mac ei valmista näitä paletteja, soita vaikka heille ja kysy. 
review_beauty_62_1	st05	Ask any MAc store in the local mall even.	Kysy vaikka mistä tahansa paikallisen ostostkeskuksen Mac kaupasta. 
review_beauty_62_1	st05	One look at this picture and they know its not real MAC item.	He osaavat yhdellä vilkaisulla sanoa, ettei tuote ole oikea MAC tuote. 
review_beauty_62_1	st05	Please stay away from items that are not genuine.	Pysy kaukana epäaidoista tuotteista. 
review_beauty_6_5	st05	Cute girly compact mirror	Söpö tyttömäinen puuterirasia. 
review_beauty_6_5	st05	Single sided mirror.	Peili yhdellä puolella. 
review_beauty_6_5	st05	The compact is iridescent but is primarily lavender with an aqua sheen.	Puuteri on sateenkaaren väreissä kimaltelevaa, mutta pääosin laventelinsinistä sinivihreällä kiillolla. 
review_beauty_6_5	st05	The compact is slim but large enough to see your entire face.	Rasia on kapea, mutta tarpeeksi suuri, jotta koko kasvot näkyvät. 
review_beauty_6_5	st05	The compact is the size of my palms and then some.	Raisia on hieman kämmeniäni suurempi. 
review_beauty_6_5	st05	Great little mirror.	Erinomainen pieni peili. 
review_beauty_6_5	st05	Not sure about the value for the retail price...mine was part of a package that I received.	En ole varma jälleenmyyntihinnasta...omani oli osa saamaani suurempaa pakkausta. 
review_beauty_6_5	st05	The quality is a high enough though that the compact will last for several years.	Laatu on tarpeeksi korkea ja rasia tulee kestämään useamman vuoden. 
review_beauty_82_1	st06	most embarrassing gift	noloin lahja 
review_beauty_82_1	st06	Because when the person this was gifted to opened it there wasn't a brush was not on the eyeliner.and I was looked at like what a cheap gift!	Kun lahjan saaja avasi sen, silmänrajaustussissa ei ollut sivellintä.ja minua katsottiin tyylillä onpa halpa lahja! 
review_beauty_82_1	st06	!And was asked if it was a knockoff and then read the one review that was left.	!Ja minulta kysyttiin onko tuote halpa kopio ja sitten luin tuotteesta jätetyn ainoan arvostelun. 
review_beauty_82_1	st06	Hoping to get it replaced or refunded.Very unhappy customer	Toivon saavani uuden korvaavan tuotteen tai rahat takaisin.Erittäin tyytymätön asiakas 
review_beauty_87_1	st07	Fake, seller writes own reviews!	Väärennös, myyjä kirjoittaa omat arvostelut! 
review_beauty_87_1	st07	Fake MAc.	Väärennetty MAc. 
review_beauty_87_1	st07	MAC doesnt even make this palette.	MAC ei edes tee tätä väripalettia. 
review_beauty_87_1	st07	Seller has written positive reviews for her own item under the same two names, one Alexis and one ._...look at all the reviews they write for their own products.	Myyjä on kirjoittanut positiivisia arvosteluja omalle tuotteelleen samalla kahdella nimellä, yksi on Alexis ja toinen ._... katsokaa heidän kirjoittamat arvostelut omille tuotteilleen. 
review_beauty_87_1	st07	Why does this go on here?	Miksi tämä jatkuu täällä? 
review_beauty_87_1	st07	These guys should be stopped	Nämä tyypit pitäisi saada kiinni 
review_beauty_88_1	st07	This is not real MAC. Its fake. Seller selling all fake MACs!	Tämä ei ole aito MAC. Se on väärennös. Myyjä myy pelkkiä väärennettyjä MAC-tuotteita! 
review_beauty_88_1	st07	this is fake MAC, i just received mine and super upset to find out it isnt real MAc.	Tämä on väärennetty MAC, sain juuri omani ja olen todella pettynyt, kun se ei olekaan aito MAC. 
review_beauty_88_1	st07	Amazon should have better control over sales of Fake makeup.	Amazonin pitäisi kontrolloida väärennettyjen meikkien myyntiä paremmin. 
review_beauty_88_1	st07	MAc isnt cheap, when you see price this low it should have been a red flag.	MAC ei ole halpa, joten näin matalan hinnan olisi pitänyt soittaa kelloja. 
review_beauty_88_1	st07	Dont support sales of Fake makeup.	Älkää tukeko väärennösten myyntiä. 
review_beauty_93_1	st03	Fake mac!	﻿Feikki mac! 
review_beauty_93_1	st03	Fake MAC.	Feikki MAC. 
review_beauty_93_1	st03	Another one.	Toinenkin. 
review_beauty_93_1	st03	Mac doesnt make palettes like this.	Mac ei tee tällaisia paletteja. 
review_beauty_93_1	st03	If not sure just take it to a MAc store in the Mall, they will verify that all these palettes are fake.	Jos et ole varma, niin vie paletti MAcin myymälään ostarilla, niin he varmistavat, että nämä kaikki paletit ovat väärennöksiä. 
review_beauty_93_1	st03	The seller writes her own reviews.	Myyjä kirjoittaa omat arvostelunsa. 
review_beauty_93_1	st03	Under various names like Victoria, Alexis and a&#34;.-&#34; character.	Useilla nimillä kuten Victoria, Alexis ja a&#34;.-&#34; hahmo. 
review_beauty_93_1	st03	Only to up the sales of fake palettes.	Vain lisätäkseen feikkipalettien myyntiä. 
review_beauty_93_1	st03	Dont support fake mac.	Älkää kannattako feikki macia. 
review_books_11_5	st03	Hand Clapping Toe Tapping Oldies	﻿Mukaansatempaavia vanhoja kappaleita 
review_books_11_5	st03	We use this hymn book at the mission.	Käytämme tätä hymnikirjaa kirkossamme. 
review_books_11_5	st03	It has most of the well-loved oldies from a time gone by.	Se sisältää suurimman osan rakastetuimmista vanhoista kappaleista menneiltä ajoilta. 
review_books_11_5	st03	Songs like: "I'll Fly Away" and "Closer Walk With Thee".	Lauluja kuten: "I'll Fly Away" ja "Closer Walk With Thee". 
review_books_11_5	st03	If you like a good singalong, you will really enjoy the "Heavenly Hiway Hymns."	Jos pidät hyvistä yhteislauluista, nautit varmasti ”Heavenly Hiway Hymns”istä. 
review_books_11_5	st03	Be blessed.	Siunausta. 
review_books_14_4	st03	Great hymn selection	﻿Hyvä valikoima hymnejä 
review_books_14_4	st03	The hymn selection in this edition is very fine, but the paper quality leaves something to be desired.	Tämän painoksen hymnivalikoima on erittäin hyvä, mutta paperin laadussa on parantamisen varaa. 
review_books_14_4	st03	For a book in which singers are going to be thumbing through, using the index, turning pages as directed, the paper quality does not look like it will stand up to long term use.	Tämä on kirja, jota laulajat tulevat selailemaan, jonka sisällysluetteloa käytetään, ja jonka sivuja käännellään ohjeiden mukaan, mutta sen paperinlaatu ei näytä siltä, että se kestää käyttöä kovin pitkään. 
review_books_16_1	st04	Not worth the $$	﻿Ei ole hintansa arvoinen 
review_books_16_1	st04	This is a very cheaply made product.	On kyllä todella halvalla tehty tuote. 
review_books_16_1	st04	I would not pay 1$ for this.	En maksaisi penniäkään. 
review_books_16_1	st04	The paper is cheap and flimsy--the book will not even stay open (with fear of ripping the binding) so that I can open up to put on piano stand to play.Don't buy this version.	Paperi on halpa-arvoista ja heikkolaatuista: kirja ei pysy edes auki (pelkään, että sidos repeää, kun laitan kirjan pianotelineeseen soittamisen ajaksi). Älä osta tätä versiota. 
review_books_172_1	st06	Kindle Sample	Kindle Näyte 
review_books_172_1	st06	I adore this book and must have misplaced it somewhere.	Rakastan tätä kirjaa ja olen varmasti laittanut sen väärään paikkaan. 
review_books_172_1	st06	I was curious to see how the Kindle version was, due to things like formatting issues that sometimes occur.	Olin utelias näkemään millainen Kindle-versio on välillä esiintyvien formatointiongelmien ja vastaavien vuoksi. 
review_books_172_1	st06	Disappointingly, the free sample is only the forward.	Pettymyksekseni ilmainen näyte olikin vain pelkkä esipuhe. 
review_books_172_1	st06	Not even one page of the book.	Ei edes yhtä sivua kirjasta. 
review_books_172_1	st06	The price is not bad in comparison to some Kindle editions, but the sample definitely didn't let me check out the book at all.	Hinta ei ole huono muihin Kindlen painoksiin verrattuna, mutta näyte ei antanut minun tarkastella kirjaa laisinkaan. 
review_books_18_4	st04	Dated but Valuable Reading	﻿Vanhahtavaa mutta merkittävää lukemista 
review_books_18_4	st04	It is amazing that this book is nearly 15 years old, and further that Bill Gates was so spot on with the current technology that we see today.	On ihmeellistä, kuinka tämä kirja on lähes 15 vuotta vanha. Bill Gates oli myös niin oikeassa ennustaessaan, minkälaista tekniikka meillä on nykypäivänä. 
review_books_18_4	st04	It is a good read to see both the vision of this truly amazing entrepreneur, as well as to get an idea of how to think about technology enabling daily life.	Kirjan avulla saa hyvän kuvan siitä, miten Gates menestyvänä yrittäjänä näkee maailman. Kirja myös auttaa hahmottamaan, miten kannattaa suhtautua arjen mahdollistavaan teknologiaan. 
review_books_18_4	st04	Listen to what Bill gates says about the future of technology in your life - the past would indicate he knows what he's talking about.	Kuuntele, mitä Bill Gates kertoo teknologian tulevaisuudesta. Tällä on vaikutusta sinunkin arkeesi. Menneisyys puhuu kyllä sen puolesta, että hän tietää, mistä puhuu. 
review_books_19_4	st01	Logical follow-up to Tailchaser's Song	Looginen jatko-osa Tailchaiser's Song -teokseen. 
review_books_19_4	st01	This work bears deep connections to themes first explored in Tad Williams' original breakout novel, about a brave young cat who travels to an underground netherworld to face an ancient evil.	Tällä työllä on syvä yhteys teemoihin, joita tarkasteltiin ensimmäistä kertaa Tad Williamsin teoksessa, jossa nuori kissa matkustaa maanalaiseen maailmaan kohtaamaan iättömän pahuuden. 
review_books_19_4	st01	As the owner of two cats myself, after the second read-through, I realized that this novel has much to teach about the critical importance of dealing with fur and dust.I could only give four stars, though, because the cats do not agree, and indeed wish I had not made this purchase.	Toisen lukukerran jälkeen älysin, itsekin kahden kissan omistajana, että tällä teoksella on paljon opetettavaa karvojen ja tuhkan kanssa toimeen tulemisesta. Pystyin antamaan vain neljä tähteä, sillä kissat eivät ole samaa mieltä, ja toivon tosiaan, että en olisi ostanut tätä teosta. 
review_books_1_4	st05	Show me the money!	Näytä minulle rahat! 
review_books_1_4	st05	Interesting Grisham tale of a lawyer that takes millions of dollars from his firm after faking his own death.	Grishamin mielenkiintoinen tarina asianajajasta, joka lavastaa oman kuolemansa ja vie yritykseltään miljoonia dollareita. 
review_books_1_4	st05	Grisham usually is able to hook his readers early and ,in this case, doesn't play his hand to soon.	Tavallisesti Grisham pystyy koukuttamaan lukijansa alusta alkaen, eikä nytkään paljasta kättään liian aikaisin. 
review_books_1_4	st05	The usually reliable Frank Mueller makes this story even an even better bet on Audiobook.	Yleensä luotettava Frank Mueller tekee tarinasta vieläkin paremman Audiobookissa. 
review_books_233_1	st06	Excellent	Erinomainen 
review_books_233_1	st06	Those that I stared I have and would recommend to others.	Olen suositellut ja suosittelisin jatkossakin niitä, jotka olen jo aloittanut. 
review_books_233_1	st06	Payne did an excellent job of describing the market for on who hasn't a financial background.	Payne kuvaili markkinoita erinomaisesti sellaiselle henkilölle, jolla ei ole finanssitaustaa. 
review_books_233_1	st06	Have enjoyed the prophet (book) for years and the recording of same by Harris I wore out 33rpm vinyl in college and replaced it with cd when it became available.	Olen nauttinut profeetasta (kirja) jo vuosia. Kulutin Harrisin 33rpm vinyylilevyäänitteen samasta kirjasta loppuun collegessa ja korvasin sen cd-levyllä, kun se tuli saataville. 
review_books_268_2	st06	We all know the text, but	Tunnemme kaikki tekstin, mutta 
review_books_268_2	st06	this book is a small version of the original.	tämä kirja on pieni versio alkuperäisestä. 
review_books_268_2	st06	I ordered it and when I opened it I was very disappointed to find that it is not the industry standard that I knew.	Tilasin sen ja kun avasin sen olin erittäin pettynyt huomatessani, että se ei vastaa tyypillisiä alan standardeja. 
review_books_268_2	st06	Then I went back to see if I missed something about the size in the description, but could not find any reference to it.	Palasin katsomaan, josko minulta oli jäänyt kokoon liittyvää tietoa huomaamatta tuotekuvauksessa, mutta en löytänyt mitään siihen liittyvää. 
review_books_268_2	st06	On a positive note, Amazon's return policy is amazing.	Onneksi sentään Amazonin palautuskäytännöt ovat loistavat. 
review_books_268_2	st06	Immediate Credit when informed of the problem and the return shipping was very easy.	Sain rahani heti takaisin ongelmasta ilmoittamisen jälkeen ja tuotteen palautus oli erittäin helppoa. 
review_books_302_2	st02	In the land of the blind...	Sokeiden maassa... 
review_books_302_2	st02	This piece of literature promises enlightenment but fails to deliver.	Tämä kirjallinen teos lupaa johtaa valaistumiseen, mutta se ei täytä lupaustaan. 
review_books_302_2	st02	Though the transient prophet indeed speaks eloquently and his words inspire deep reflection, they fail to impart true understanding.	Vaikka tämä väliaikainen profeetta todellakin on kaunopuheinen ja hänen sanansa innostavat syväänkin pohdintaan, ne eivät onnistu välittämään aitoa ymmärrystä. 
review_books_302_2	st02	The initial discourse on love is riveting but what follows quickly descends into empty rhetorical musings which continue until the bitter end.	Alun esitelmä rakkaudesta on äärimmäisen kiinnostava, mutta siitä syöksytään hyvin pian merkityksettömään retoriseen pohdintaan, joka jatkuu katkeraan loppuun saakka. 
review_books_302_2	st02	The most entertaining aspect of this book is the artful use of language which almost masks the fact that the prophet indeed speaks but says nothing.	Kirjan viihdyttävin puoli on sen taitava kielenkäyttö, joka lähes peittää sen tosiasian, että profeetta kyllä puhuu, mutta ei sano mitään. 
review_books_311_1	st07	Book in Shambles When Received	Kirja säpäleinä saapuessaan 
review_books_311_1	st07	DO NOT BUY FROM THIS BOOK FROM Amazon.com LLC .	ÄLÄ OSTA TÄTÄ KIRJAA Amazonilta. 
review_books_311_1	st07	I ordered this book earlier in the week with Amazon Prime for a going away gift.	Tilasin tämän kirjan aiemmin tällä viikolla Amazon Primella läksiäislahjaksi. 
review_books_311_1	st07	I received the book today.	Kirja saapui tänään perille. 
review_books_311_1	st07	The party is tomorrow.	Juhlat on huomenna. 
review_books_311_1	st07	Half of the book sleeve seems to have been cut off with an exacto knive, also leaving gashes in the book cover.	Puolet kirjasuojuksesta näyttää olevan leikattu pois mattoveitsellä, jälkiä myös kannessa. 
review_books_311_1	st07	The packaging was fine.	Itse pakkaus oli hyvä. 
review_books_311_1	st07	I could return it but it wouldn't come back before tomorrow.	Voisin palauttaa sen mutta se ei kerkeäsi takaisin huomiseksi. 
review_books_311_1	st07	Spend extra and use another seller.	Satsaa enemmän ja käytä toista kauppaa. 
review_books_5_5	st05	I was disappointed that you would only allow me to purchase 4 when your inventory showed that you had 14 available.	Olin pettynyt, että annoit minun ostaa vain 4 kappaletta, kun varastosi näytti, että sinulla on 14 kappaletta tarjolla. 
review_books_5_5	st05	We have many of the old, old issue.	Meillä on useita todella vanhoja numeroita. 
review_books_5_5	st05	But the number had depleted.	Mutta niiden määrä on vähentynyt. 
review_books_5_5	st05	There were not  enough books to allow us to use them regularly.	Vanhoja kirjoja ei ollut tarpeeksi säännölliseen käyttöön. 
review_books_5_5	st05	With the additional supply the books will be used more often.	Täydennyksen myötä kirjoja käytetään useammin. 
review_books_5_5	st05	They arre a good old standby for gospel singing.	Ne ovat hyviä varakirjoja gospel lauluun. 
review_books_77_2	st05	If you're looking for a tiny printed novelty you'll love this	Jos etsit pikkuriikkistä painettua uutuutta, tulet rakastamaan tätä. 
review_books_77_2	st05	I've always loved The Prophet and I've read it many times.	Olen aina rakastanut The Prophetia ja lukenut sen useita kertoja. 
review_books_77_2	st05	I gave away my last copy and was looking for a replacement.	Annoin viimeisen kirjani pois ja etsin tilalle toista. 
review_books_77_2	st05	I purchased this copy only to find that it was a tiny novelty version of the book.	Ostin tämän painoksen vain huomatakseni, että se oli kirjan pikkuriikkinen uutuusversio. 
review_books_77_2	st05	If you're looking for something tiny to keep in your purse then this is for you.	Jos etsit jotakin pientä käsilaukussa kannettavaksi, tämä on sinua varten. 
review_books_77_2	st05	If you're looking for a "real book" then this is a joke.	Jos etsit "oikeaa kirjaa" tämä on naurettava. 
review_books_8_4	st02	Heavenly Highway Hymns	Heavenly Highway Hymns 
review_books_8_4	st02	Heavenly Highway HymnsI ordered this hymnal because I learned to read shaped note music when I was a teenager.	Heavenly Highway Hymns. Tilasin tämän virsikirjan, koska opin lukemaan kuvionuotteja teininä. 
review_books_8_4	st02	I play piano but do not sing.	Soitan pianoa, mutta en laula. 
review_books_8_4	st02	I am 85 years old.	Olen 85-vuotias. 
review_books_8_4	st02	This hymnal has mostof the songs I have learned over the years.	Tässä virsikirjassa on suurin osa niistä lauluista, joita olen oppinut vuosien saatossa. 
review_books_8_4	st02	It was exactly what I wanted and needed.It was in good condition and the price was right.	Se oli juuri sitä, mitä halusin ja tarvitsin. Se oli hyvässä kunnossa ja hinta oli sopiva. 
review_books_8_4	st02	I purchased this book from Amazon.	Ostin tämän kirjan Amazonista. 
review_cd+vinyl_107_2	st05	Not worth the money	Ei hintansa arvoinen 
review_cd+vinyl_107_2	st05	The CD arrived in excellent conditons and promptly.	CD saapui erinomaisessa kunnossa ja ajallaan. 
review_cd+vinyl_107_2	st05	The merchandise is not worth the money.	Sisältö ei ole hintansa väärti. 
review_cd+vinyl_107_2	st05	Too much of the original story is missing in the interest of cramming it in one CD.	Liian paljon alkuperäistä tarinaa jäi puuttumaan kun se survottiin yhdelle levylle. 
review_cd+vinyl_107_2	st05	Will leave you with a lot of questions on how did sherlock homes arrived at his results.	Jättää ilmaan paljon kysymyksiä siitä, kuinka Sherlock päätyy johtopäätöksiinsä. 
review_cd+vinyl_107_2	st05	Your imagination will not be enough to fill out the gaps in the narrative.	Mielikuvitus ei riitä täyttämään kerronnan aukkoja. 
review_cd+vinyl_110_1	st05	Get the 13-disc box set from AmazonUK!	Hanki AmazonUK:sta 13-levyn setti! 
review_cd+vinyl_110_1	st05	$117 on the secondary market for this inferior set?	117$ jälkimarkkinoilla tästä alempiarvoisesta setistä? 
review_cd+vinyl_110_1	st05	HA!	HAH! 
review_cd+vinyl_110_1	st05	Go to AMAZON UK and get the complete 13-disc set in a beautiful box set for about $84 shipped.	Mene Amazon UK -sivustolle ja hanki täydellinen 13-levyn setti kauniissa pakkauksessa 84$ toimituskuluineen. 
review_cd+vinyl_110_1	st05	(I just received mine!	(Sain juuri omani! 
review_cd+vinyl_110_1	st05	)It doesn't take Marvin, with a brain the size of a planet, to see which is better.	)Ei tarvitse olla Marvin planeetan kokoisilla aivoilla, nähdäkseen kumpi on parempi. 
review_cd+vinyl_113_2	st06	Original Audio CD Verison Still Available	Alkuperäinen audio-CD-versio edelleen saatavilla 
review_cd+vinyl_113_2	st06	With regard to concerns about the audio quality of the this MP3 version, the original audio CD version ("The Collector's Edition"), an 8-CD set, is still available from Amazon UK.	Tämän MP3-version audio-ongelmiin liittyviin huoliin viitaten, alkuperäinen audio-CD-versio (“The Collector's Edition”), 8:n CD-levyn setti, on edelleen saatavilla Amazon UK:sta. 
review_cd+vinyl_113_2	st06	I paid a little more than twice the MP3 price.	Maksoin hieman yli kaksinkertaisen hinnan MP3:n hintaan verrattuna. 
review_cd+vinyl_113_2	st06	The ISBN number of the Audio CD version is 0-563-47702-4.	Audio-CD-version ISBN-numero on 0-563-47702-4. 
review_cd+vinyl_12_5	st02	Keith Green - Relevant for the Ages	Keith Green - Merkityksellinen vuosikausiksi eteenpäin 
review_cd+vinyl_12_5	st02	Though it has been over 3 decades since Keith left this life, his music still resonates with truth.	Vaikka Keithin kuolemasta on kulunut jo yli kolme vuosikymmentä, hänen musiikistaan huokuu yhä totuus. 
review_cd+vinyl_12_5	st02	This was one of the first albums I purchased of Keith's &#34;back in the day&#34;.	Tämä oli yksi ensimmäisistä Keithin albumeista, jonka &#34;aikoinaan&#34; ostin. 
review_cd+vinyl_12_5	st02	What a sweet album of praise as he moves through the Psalms!	Miten sydämellinen ylistysalbumi, jossa hän käy läpi psalmeja! 
review_cd+vinyl_152_2	st06	NOT CLAPTION MUSIC VIDEO!  A Learn How To Play Guitar LIKE Clapton	EI CLAPTONIN MUSIIKKIVIDEO! Opettele soittamaan kitaraa KUIN Clapton 
review_cd+vinyl_152_2	st06	I bought this DVD and I'm returning it.	Ostin tämän DVD:n ja aion palauttaa sen. 
review_cd+vinyl_152_2	st06	The description and editorial review are misleading.	Kuvaus ja arvostelu ovat harhaanjohtavia. 
review_cd+vinyl_152_2	st06	This is NOT a Clapton video.	Tämä EI ole Clapton-video. 
review_cd+vinyl_152_2	st06	Certainly some clips from Clapton, but generally this is a "how to" video.	Siinä on joitakin pätkiä Claptonista, mutta tämä on opetusvideo. 
review_cd+vinyl_152_2	st06	Same applies to Clapton  The Early Years!	Sama pätee Clapton The Early Years -videoon! 
review_cd+vinyl_156_2	st07	NOT CLAPTION MUSIC VIDEO!  A Learn How To Play Guitar LIKE Clapton	EI CLAPTON-MUSIIKKIVIDEO! Opi soittamaa kitaraa KUIN Clapton 
review_cd+vinyl_156_2	st07	I bought this DVD and I'm returning it.	Ostin tämän DVD:n ja päätin nyt palauttaa sen. 
review_cd+vinyl_156_2	st07	The description and editorial review are misleading.	Kuvaus ja kirjoitusarvio ovat hämääviä. 
review_cd+vinyl_156_2	st07	This is NOT a Clapton video.	Tämä EI ole Clapton-video. 
review_cd+vinyl_156_2	st07	Certainly some clips from Clapton, but generally this is a "how to" video.	Toki osa klipeistä on Claptonia, mutta yleisesti ottaen tämä on "opetusvideo". 
review_cd+vinyl_156_2	st07	Also applies to Clapton The Solo Years.	Pätee myös Clapton The Solo Years -DVD:hen. 
review_cd+vinyl_159_2	st07	Don't waste your money.	Älä tuhlaa rahojasi. 
review_cd+vinyl_159_2	st07	This isn't worth your money.	Tämä ei ole rahojesi arvoinen. 
review_cd+vinyl_159_2	st07	Doug runs through each song in about three or four minutes, he doesn't give you time to learn it.Unless you've already mastered transcribing (and then why buy this dvd?	Doug menee jokaisen laulun läpi kolmessa tai neljässä minuutissa, hän ei anna tarpeeksi aikaa sen oppimiseen. Jos et siis ole transkription mestari (ja miksi silloin ostaisit tämän dvd:n?), 
review_cd+vinyl_159_2	st07	), you're going to be left to rewinding a million times to get the right notes.This is no better than a youtube video of someone playing a bunch of clapton songs.Doug doesn't even show you the rhythm or other guitar parts!	päädyt kelaamaan taaksepäin miljoona kertaa löytääksesi oikeat nuotit. Tämä ei ole sen parempi kuin youtube-video, jossa joku soittaa claptonin eri lauluja. Doug ei edes näytä rytmiä tai muita kitaraosuuksia! 
review_cd+vinyl_159_2	st07	You're left only knowing the lead!What sense does that make?	Päädyt siis tietämään vain soolokitaran. Missä järki? 
review_cd+vinyl_164_1	st02	Clapton Classics	Clapton Classics 
review_cd+vinyl_164_1	st02	Very disappointing.	Todellinen pettymys. 
review_cd+vinyl_164_1	st02	This was advertised to be a "note-for-note" lesson on selected Clapton tunes, and it was not even close.	Tätä mainostettiin valittujen Claptonin melodioiden "nuotti nuotilta" oppitunniksi, mutta se ei ollut lähelläkään sitä. 
